,service_date,day_type,bus,rail_boardings,total_rides
667,10/23/2005,U,421490,277349,698839
668,07/29/2007,U,457951,272684,730635
669,03/08/2024,W,488443,314783,803226
670,05/22/2009,W,1052067,637603,1689670
671,11/21/2004,U,427753,229287,657040
672,01/10/2022,W,273785,175964,449749
673,09/04/2019,W,861286,762868,1624154
674,12/21/2001,W,994499,569456,1563955
675,11/23/2019,A,468337,443394,911731
676,09/07/2008,U,529779,273883,803662
677,05/17/2013,W,966483,757439,1723922
678,05/29/2003,W,961715,595331,1557046
679,03/28/2012,W,1029545,735639,1765184
680,08/19/2018,U,380140,357318,737458
681,09/12/2008,W,1120112,700943,1821055
682,02/03/2012,W,1014951,714336,1729287
683,05/22/2006,W,996607,629775,1626382
684,07/16/2006,U,418278,308173,726451
685,08/10/2018,W,728844,757214,1486058
686,10/17/2019,W,787285,790202,1577487
687,08/10/2019,A,490001,428555,918556
688,03/20/2020,W,303882,152797,456679
689,06/27/2010,U,439815,441824,881639
690,07/25/2015,A,573827,539665,1113492
691,05/06/2020,W,248434,82526,330960
692,08/21/2008,W,1006682,679508,1686190
693,03/12/2001,W,979411,588857,1568268
694,06/12/2024,W,576142,423834,999976
695,06/30/2011,W,947943,753565,1701508
696,10/08/2023,U,253021,403385,656406
697,06/14/2019,W,786956,769162,1556118
698,06/14/2007,W,944081,653008,1597089
699,04/28/2023,W,503332,340242,843574
700,08/15/2023,W,500013,382517,882530
701,05/16/2015,A,561092,493377,1054469
702,01/21/2021,W,287899,144085,431984
703,08/30/2004,W,884633,567769,1452402
704,05/22/2014,W,908285,788319,1696604
705,06/13/2007,W,955467,654913,1610380
706,02/11/2018,U,294675,260148,554823
707,07/24/2023,W,474506,338496,813002
708,11/22/2016,W,837828,756704,1594532
709,01/06/2023,W,371923,258636,630559
710,06/01/2012,W,1034827,750848,1785675
711,11/03/2015,W,987382,830460,1817842
712,12/25/2017,U,164256,118654,282910
713,10/28/2007,U,472765,233248,706013
714,02/13/2003,W,978871,597819,1576690
715,02/25/2021,W,300304,157867,458171
716,10/21/2016,W,867704,800137,1667841
717,07/11/2009,A,733100,422670,1155770
718,06/10/2024,W,521105,360674,881779
719,12/02/2014,W,926053,766316,1692369
720,12/29/2015,W,638221,571322,1209543
721,08/12/2002,W,908503,579800,1488303
722,07/20/2024,A,415213,336971,752184
723,07/17/2024,W,579034,417491,996525
724,09/13/2016,W,904869,811807,1716676
725,01/23/2003,W,822317,541015,1363332
726,07/23/2002,W,955084,623156,1578240
727,04/18/2015,A,599954,503902,1103856
728,07/22/2006,A,625346,408434,1033780
729,04/18/2019,W,654819,675919,1330738
730,04/29/2005,W,1036716,608264,1644980
731,08/03/2013,A,667710,574621,1242331
732,12/05/2010,U,406680,277309,683989
733,04/06/2013,A,611381,459388,1070769
734,07/09/2019,W,760765,733255,1494020
735,02/29/2020,A,458601,337983,796584
736,10/17/2023,W,587256,440241,1027497
737,12/29/2021,W,294413,191745,486158
738,10/28/2004,W,1033261,629827,1663088
739,09/14/2015,W,930582,803746,1734328
740,05/12/2012,A,610945,427440,1038385
741,11/23/2018,W,473453,393241,866694
742,04/14/2023,W,518497,353807,872304
743,04/03/2019,W,846418,744443,1590861
744,02/17/2001,A,591717,269294,861011
745,07/21/2022,W,445763,342598,788361
746,05/27/2002,U,395210,200876,596086
747,06/03/2017,A,523471,495282,1018753
748,09/10/2018,W,844530,792245,1636775
749,02/02/2004,W,914997,566503,1481500
750,06/12/2015,W,854059,812194,1666253
751,07/21/2014,W,821289,740142,1561431
752,01/24/2018,W,808026,732420,1540446
753,07/09/2018,W,742452,704612,1447064
754,02/19/2002,W,985390,597374,1582764
755,01/27/2007,A,578477,314380,892857
756,04/11/2005,W,1013684,615683,1629367
757,10/31/2006,W,997495,663340,1660835
758,03/19/2016,A,520426,438020,958446
759,12/02/2002,W,966808,598780,1565588
760,11/01/2001,W,1029256,641642,1670898
761,04/16/2018,W,773294,704714,1478008
762,06/11/2003,W,961149,607043,1568192
763,02/07/2003,W,953979,573249,1527228
764,07/22/2002,W,900537,595784,1496321
765,08/24/2011,W,999361,728732,1728093
766,11/17/2010,W,1033004,717114,1750118
767,06/01/2024,A,359226,257545,616771
768,01/13/2007,A,562827,308047,870874
769,12/10/2024,W,597740,406353,1004093
770,03/14/2016,W,870740,766595,1637335
771,09/14/2021,W,468812,311965,780777
772,08/23/2007,W,848806,578731,1427537
773,02/17/2006,W,942685,604038,1546723
774,09/02/2006,A,668504,405986,1074490
775,11/24/2007,A,541464,285732,827196
776,03/04/2012,U,441120,292334,733454
777,02/12/2022,A,236977,177109,414086
778,09/16/2012,U,497209,369738,866947
779,08/12/2001,U,420182,234020,654202
780,11/02/2001,W,1042714,645966,1688680
781,06/29/2007,W,968906,708650,1677556
782,02/10/2015,W,965833,772727,1738560
783,03/25/2023,A,287548,202198,489746
784,12/30/2015,W,636706,585337,1222043
785,10/25/2024,W,611655,408835,1020490
786,01/26/2015,W,896430,738965,1635395
787,01/11/2015,U,349027,279494,628521
788,10/28/2023,A,360484,275006,635490
789,09/15/2023,W,566708,432176,998884
790,02/11/2002,W,985014,592118,1577132
791,03/19/2017,U,371042,304418,675460
792,04/10/2012,W,1038779,751834,1790613
793,05/13/2008,W,1092576,652724,1745300
794,08/24/2006,W,831663,617548,1449211
795,08/26/2006,A,592637,361355,953992
796,01/06/2017,W,591800,600277,1192077
797,02/08/2008,W,1031968,622837,1654805
798,02/17/2007,A,562470,306944,869414
799,03/26/2011,A,603928,387317,991245
800,09/13/2003,A,601330,350594,951924
801,05/23/2011,W,997460,682656,1680116
802,05/13/2022,W,470223,332657,802880
803,06/15/2006,W,907237,659507,1566744
804,05/17/2005,W,1013627,607296,1620923
805,07/19/2001,W,949691,618451,1568142
806,09/28/2024,A,384642,312755,697397
807,11/26/2021,W,257700,189694,447394
808,10/13/2016,W,896918,828891,1725809
809,12/27/2023,W,403147,252136,655283
810,04/10/2023,W,492576,324608,817184
811,07/27/2003,U,367151,222589,589740
812,01/29/2019,W,581664,579917,1161581
813,07/09/2003,W,871942,598967,1470909
814,05/23/2001,W,978614,619656,1598270
815,02/15/2021,W,196912,118258,315170
816,03/06/2022,U,194300,141976,336276
817,02/13/2017,W,822007,702129,1524136
818,02/16/2022,W,436057,286506,722563
819,11/10/2006,W,935843,610547,1546390
820,04/27/2007,W,1017433,617985,1635418
821,04/19/2016,W,765854,741141,1506995
822,09/15/2010,W,1077313,757144,1834457
823,12/16/2012,U,450355,334285,784640
824,08/10/2001,W,946431,626136,1572567
825,08/22/2020,A,229626,119732,349358
826,06/15/2022,W,435538,338852,774390
827,10/08/2021,W,461163,348740,809903
828,09/04/2014,W,942676,794090,1736766
829,07/27/2014,U,423806,403719,827525
830,02/11/2011,W,965062,659696,1624758
831,08/09/2009,U,492623,383769,876392
832,02/26/2001,W,1009329,609256,1618585
833,06/18/2017,U,390193,338474,728667
834,12/03/2022,A,302524,235937,538461
835,01/31/2004,A,531967,246213,778180
836,06/30/2020,W,298563,140782,439345
837,11/19/2004,W,1021327,622698,1644025
838,11/17/2005,W,982303,636292,1618595
839,06/04/2001,W,1029447,599699,1629146
840,03/21/2010,U,405115,271794,676909
841,04/15/2009,W,1073275,682839,1756114
842,05/04/2019,A,495436,437434,932870
843,07/04/2001,U,461383,306172,767555
844,08/10/2008,U,542860,314698,857558
845,06/06/2010,U,455093,308756,763849
846,07/14/2009,W,975173,644793,1619966
847,12/21/2020,W,280892,137696,418588
848,08/31/2015,W,836125,771622,1607747
849,03/14/2009,A,699923,471323,1171246
850,12/24/2004,W,425489,191941,617430
851,05/18/2013,A,625752,493226,1118978
852,08/12/2008,W,989226,632942,1622168
853,03/02/2005,W,984054,587875,1571929
854,09/15/2015,W,956026,853826,1809852
855,01/20/2005,W,936302,590558,1526860
856,07/12/2003,A,607118,339152,946270
857,06/25/2001,W,947130,621006,1568136
858,07/31/2008,W,976117,652936,1629053
859,09/16/2021,W,467659,365090,832749
860,01/03/2015,A,441327,340135,781462
861,08/13/2017,U,384338,351048,735386
862,08/10/2007,W,942284,617817,1560101
863,01/04/2002,W,858709,528849,1387558
864,05/07/2022,A,308573,262869,571442
865,09/12/2005,W,1088861,674800,1763661
866,06/18/2006,U,412366,259888,672254
867,02/16/2023,W,450939,324574,775513
868,02/06/2024,W,595983,390513,986496
869,02/04/2010,W,1090369,666455,1756824
870,12/28/2019,A,394869,298646,693515
871,03/12/2022,A,247872,287526,535398
872,10/24/2006,W,1043962,675059,1719021
873,09/08/2022,W,529691,391210,920901
874,07/03/2013,W,945848,693445,1639293
875,06/18/2024,W,551782,426829,978611
876,04/18/2016,W,785035,732335,1517370
877,02/27/2002,W,939542,587701,1527243
878,07/18/2024,W,563700,423510,987210
879,05/28/2018,U,364119,325534,689653
880,03/04/2013,W,1046582,684343,1730925
881,08/12/2007,U,472709,262521,735230
882,05/28/2006,U,461625,282850,744475
883,09/12/2019,W,845028,795224,1640252
884,08/10/2013,A,642566,493210,1135776
885,12/10/2021,W,425279,297443,722722
886,09/06/2001,W,1053246,644766,1698012
887,07/09/2001,W,935542,597633,1533175
888,07/25/2013,W,919260,715876,1635136
889,10/01/2015,W,993576,848050,1841626
890,11/08/2021,W,458387,305403,763790
891,02/07/2017,W,827885,734586,1562471
892,09/08/2005,W,1090390,671553,1761943
893,07/12/2009,U,525978,335349,861327
894,09/08/2003,W,1028540,623072,1651612
895,03/30/2022,W,425844,299471,725315
896,10/31/2013,W,956055,786574,1742629
897,05/24/2012,W,1016089,756023,1772112
898,04/22/2011,W,767236,583531,1350767
899,05/28/2013,W,982424,672485,1654909
900,05/25/2015,U,397951,357227,755178
901,01/09/2023,W,449465,296803,746268
902,11/25/2013,W,898537,742488,1641025
903,07/27/2019,A,509542,417935,927477
904,08/07/2004,A,608291,319929,928220
905,05/11/2024,A,416481,273276,689757
906,04/27/2024,A,419731,286199,705930
907,01/25/2021,W,265782,135618,401400
908,11/06/2008,W,1101916,691666,1793582
909,07/19/2011,W,938830,721231,1660061
910,01/02/2019,W,591006,573542,1164548
911,06/26/2007,W,887917,623390,1511307
912,09/26/2018,W,868419,838474,1706893
913,09/01/2017,W,827394,760661,1588055
914,11/18/2022,W,437859,348326,786185
915,08/25/2023,W,553276,375055,928331
916,06/02/2010,W,990049,663107,1653156
917,07/26/2006,W,897731,641296,1539027
918,04/13/2003,U,407540,219553,627093
919,07/19/2002,W,960153,612971,1573124
920,04/03/2022,U,218901,153875,372776
921,04/05/2010,W,975213,657842,1633055
922,11/26/2005,A,520348,290786,811134
923,07/05/2024,W,472097,346546,818643
924,08/27/2018,W,751100,740835,1491935
925,10/17/2018,W,866716,807188,1673904
926,03/15/2014,A,593789,674922,1268711
927,09/01/2014,U,419182,366912,786094
928,01/21/2010,W,1037561,659269,1696830
929,07/29/2008,W,1014276,654547,1668823
930,10/02/2005,U,451633,245477,697110
931,08/18/2018,A,493509,469340,962849
932,09/09/2014,W,967610,800307,1767917
933,10/02/2011,U,486409,344520,830929
934,04/09/2015,W,748326,711033,1459359
935,03/27/2020,W,220715,102714,323429
936,04/30/2007,W,1030435,599953,1630388
937,07/10/2006,W,900356,618702,1519058
938,05/02/2002,W,976392,598086,1574478
939,07/26/2002,W,942389,590601,1532990
940,12/18/2003,W,917919,567624,1485543
941,09/28/2003,U,377248,236781,614029
942,04/22/2020,W,213080,77822,290902
943,10/09/2014,W,969095,838925,1808020
944,04/26/2009,U,422437,251595,674032
945,10/06/2003,W,1018276,618461,1636737
946,09/22/2001,A,641096,307331,948427
947,10/04/2017,W,889343,798360,1687703
948,09/29/2019,U,358174,294350,652524
949,04/20/2017,W,797055,758119,1555174
950,06/20/2010,U,465420,301730,767150
951,10/29/2014,W,944219,813686,1757905
952,11/04/2005,W,994280,653744,1648024
953,01/27/2024,A,349068,222033,571101
954,03/09/2015,W,935951,752995,1688946
955,03/17/2021,W,310656,165207,475863
956,01/08/2014,W,806256,687473,1493729
957,04/26/2006,W,952603,649967,1602570
958,02/26/2016,W,865397,749991,1615388
959,06/13/2004,U,418700,237263,655963
960,04/05/2024,W,576732,375602,952334
961,05/03/2010,W,1051064,673932,1724996
962,11/11/2004,W,812757,549029,1361786
963,03/19/2024,W,583292,396834,980126
964,04/19/2007,W,987896,617546,1605442
965,10/23/2001,W,1000304,638393,1638697
966,02/13/2011,U,474048,303381,777429
967,10/24/2003,W,1008879,639483,1648362
968,10/05/2015,W,948999,805091,1754090
969,11/04/2002,W,1072235,633872,1706107
970,12/01/2017,W,890982,785058,1676040
971,01/01/2010,U,348324,217060,565384
972,12/31/2015,W,604409,565772,1170181
973,05/12/2002,U,358446,185931,544377
974,09/22/2004,W,1032930,629320,1662250
975,06/09/2012,A,704117,569867,1273984
976,07/04/2022,U,201272,158486,359758
977,05/18/2007,W,1044582,643462,1688044
978,03/18/2018,U,361391,320742,682133
979,10/27/2012,A,664877,490779,1155656
980,05/01/2010,A,668743,455658,1124401
981,04/12/2006,W,877362,627736,1505098
982,01/19/2017,W,823901,743065,1566966
983,01/09/2003,W,979678,586435,1566113
984,08/20/2008,W,1019019,671769,1690788
985,04/08/2005,W,1034023,642939,1676962
986,11/12/2009,W,1097428,709937,1807365
987,06/26/2009,W,985078,708491,1693569
988,08/21/2006,W,878842,613716,1492558
989,03/16/2018,W,808945,738857,1547802
990,10/08/2002,W,1074824,650758,1725582
991,09/30/2012,U,495883,357104,852987
992,09/06/2016,W,910863,760434,1671297
993,09/06/2009,U,503694,338561,842255
994,05/06/2005,W,1027299,626005,1653304
995,07/24/2015,W,830024,818410,1648434
996,03/24/2001,A,604139,277028,881167
997,11/15/2008,A,688151,374896,1063047
998,12/08/2021,W,440298,300242,740540
999,01/31/2013,W,955113,713918,1669031
1000,12/14/2018,W,789944,724198,1514142
1001,07/09/2012,W,934404,697423,1631827
1002,02/22/2021,W,280331,146573,426904
1003,03/03/2011,W,1057767,709973,1767740
1004,11/20/2021,A,271655,276136,547791
1005,06/29/2013,A,620304,463716,1084020
1006,12/03/2011,A,662075,461349,1123424
1007,08/17/2017,W,722939,751673,1474612
1008,04/07/2002,U,355354,180625,535979
1009,04/29/2022,W,472802,324138,796940
1010,09/07/2023,W,597711,442432,1040143
1011,07/12/2022,W,460573,351612,812185
1012,04/04/2014,W,941118,806643,1747761
1013,03/28/2014,W,944696,732211,1676907
1014,03/13/2018,W,808848,731938,1540786
1015,01/17/2017,W,829925,737976,1567901
1016,12/28/2018,W,577497,493961,1071458
1017,10/17/2006,W,1029815,683799,1713614
1018,11/25/2008,W,1088066,653433,1741499
1019,10/12/2001,W,1000153,625089,1625242
1020,05/02/2005,W,1000310,585188,1585498
1021,03/11/2010,W,994390,664881,1659271
1022,05/21/2017,U,366609,350024,716633
1023,04/13/2004,W,831527,571813,1403340
1024,01/01/2012,U,338458,277156,615614
1025,10/23/2002,W,1013066,635553,1648619
1026,12/07/2020,W,272363,133537,405900
1027,10/11/2021,W,335704,269043,604747
1028,05/11/2018,W,788585,744337,1532922
1029,06/02/2013,U,439719,333835,773554
1030,12/06/2007,W,1029586,619960,1649546
1031,12/29/2006,W,816636,499735,1316371
1032,03/19/2014,W,920270,767680,1687950
1033,11/07/2009,A,723832,419045,1142877
1034,02/02/2010,W,1062988,651659,1714647
1035,12/18/2017,W,784151,675289,1459440
1036,12/03/2012,W,1069024,742337,1811361
1037,01/30/2012,W,1023037,704317,1727354
1038,07/06/2018,W,720068,699130,1419198
1039,09/08/2012,A,697211,548107,1245318
1040,01/24/2002,W,1007218,605974,1613192
1041,12/18/2005,U,371336,222374,593710
1042,01/07/2007,U,384626,208188,592814
1043,05/30/2001,W,1002940,607442,1610382
1044,07/24/2006,W,906725,633184,1539909
1045,03/05/2009,W,1105607,658867,1764474
1046,01/30/2002,W,936013,602737,1538750
1047,04/23/2012,W,1031544,739667,1771211
1048,04/21/2008,W,1088521,651232,1739753
1049,12/14/2003,U,369050,209939,578989
1050,11/17/2011,W,998699,752834,1751533
1051,09/25/2005,U,428577,277519,706096
1052,03/01/2020,U,357257,267438,624695
1053,10/17/2009,A,692682,420801,1113483
1054,12/24/2003,W,610061,333655,943716
1055,01/03/2003,W,861580,515985,1377565
1056,03/21/2021,U,187953,111138,299091
1057,10/04/2009,U,514280,309529,823809
1058,05/17/2017,W,835226,763055,1598281
1059,10/01/2006,U,462755,296236,758991
1060,02/24/2013,U,426783,280619,707402
1061,12/18/2021,A,243767,196349,440116
1062,05/19/2014,W,885010,732346,1617356
1063,06/19/2002,W,992928,618449,1611377
1064,05/17/2011,W,1012424,694950,1707374
1065,07/24/2016,U,370394,346616,717010
1066,12/27/2015,U,334737,272169,606906
1067,12/16/2015,W,871638,755292,1626930
1068,04/11/2023,W,539533,388288,927821
1069,11/10/2024,U,306889,232420,539309
1070,10/13/2001,A,515481,273528,789009
1071,10/03/2024,W,670461,454449,1124910
1072,01/31/2015,A,551745,419577,971322
1073,12/21/2003,U,415703,218944,634647
1074,05/25/2008,U,502997,284612,787609
1075,04/28/2024,U,293589,196481,490070
1076,08/15/2004,U,428984,239400,668384
1077,02/11/2001,U,405433,178810,584243
1078,05/25/2024,A,420064,342285,762349
1079,11/01/2022,W,535639,378179,913818
1080,10/14/2015,W,954519,845066,1799585
1081,01/27/2020,W,790014,697371,1487385
1082,04/04/2018,W,823619,738079,1561698
1083,08/20/2015,W,820929,778440,1599369
1084,02/27/2021,A,232432,127246,359678
1085,05/19/2020,W,228412,79752,308164
1086,02/11/2013,W,994224,708331,1702555
1087,03/21/2007,W,970928,596843,1567771
1088,11/01/2004,W,953969,587503,1541472
1089,08/18/2020,W,313038,155406,468444
1090,05/04/2022,W,500429,344233,844662
1091,06/10/2018,U,332042,339387,671429
1092,01/06/2022,W,256983,175465,432448
1093,01/11/2022,W,299534,190644,490178
1094,07/31/2016,U,400504,472314,872818
1095,06/14/2024,W,536639,412548,949187
1096,10/20/2017,W,862656,796878,1659534
1097,01/30/2013,W,997461,735084,1732545
1098,04/05/2008,A,765299,356215,1121514
1099,04/16/2023,U,229968,157603,387571
1100,08/09/2008,A,770627,431699,1202326
1101,04/22/2007,U,474187,271708,745895
1102,11/19/2006,U,417408,242830,660238
1103,04/09/2009,W,952099,638401,1590500
1104,01/10/2023,W,499769,345615,845384
1105,10/17/2017,W,882601,819635,1702236
1106,11/03/2001,A,648350,315004,963354
1107,06/13/2011,W,1005818,726932,1732750
1108,10/04/2010,W,1049060,710406,1759466
1109,07/27/2015,W,820529,760311,1580840
1110,12/04/2013,W,1022579,778031,1800610
1111,01/22/2021,W,264517,138811,403328
1112,06/07/2005,W,1003186,628716,1631902
1113,04/24/2003,W,961316,620140,1581456
1114,03/22/2011,W,964687,653024,1617711
1115,09/26/2004,U,424978,226180,651158
1116,07/24/2009,W,968278,686977,1655255
1117,02/28/2002,W,941136,592045,1533181
1118,03/22/2018,W,807829,722634,1530463
1119,12/03/2002,W,1007666,622071,1629737
1120,02/03/2024,A,372165,230410,602575
1121,07/03/2002,W,1004276,785621,1789897
1122,05/09/2020,A,206907,59372,266279
1123,05/26/2016,W,853656,775073,1628729
1124,06/04/2012,W,1035294,726053,1761347
1125,10/11/2022,W,516976,397158,914134
1126,07/28/2021,W,390425,298392,688817
1127,04/09/2012,W,1010279,727154,1737433
1128,04/04/2019,W,791393,735719,1527112
1129,03/22/2023,W,499380,340260,839640
1130,07/04/2012,U,511376,383942,895318
1131,09/23/2007,U,481232,269325,750557
1132,11/03/2024,U,267845,227887,495732
1133,07/14/2018,A,471688,455259,926947
1134,05/04/2013,A,655097,465245,1120342
1135,05/10/2009,U,474595,249540,724135
1136,05/01/2003,W,971218,597161,1568379
1137,06/01/2001,W,1057056,611631,1668687
1138,08/31/2014,U,451820,448668,900488
1139,02/05/2004,W,931453,586671,1518124
1140,01/26/2009,W,1024953,633365,1658318
1141,05/13/2002,W,975822,570031,1545853
1142,04/18/2008,W,1097367,652105,1749472
1143,08/07/2008,W,1024746,683487,1708233
1144,03/21/2001,W,1029332,616764,1646096
1145,05/07/2012,W,1000335,731509,1731844
1146,11/15/2007,W,1056246,653620,1709866
1147,02/27/2007,W,998059,610100,1608159
1148,06/08/2005,W,984240,632453,1616693
1149,05/09/2010,U,439376,282516,721892
1150,07/07/2018,A,485369,439367,924736
1151,03/04/2004,W,936797,584225,1521022
1152,06/23/2005,W,888587,593403,1481990
1153,04/18/2018,W,783296,728207,1511503
1154,04/14/2007,A,619468,349162,968630
1155,03/16/2010,W,1036185,679563,1715748
1156,07/12/2014,A,497531,471216,968747
1157,06/16/2019,U,347416,319752,667168
1158,10/11/2002,W,1074197,658585,1732782
